-19,58,-4
-21,55,-5
-20,54,-4
-17,51,-3
-16,49,-3
-17,49,0
-19,52,4
-21,57,6
-20,59,11
-20,69,10
-18,79,18
-14,75,24
-8,63,29
-9,56,29
-12,51,23
-19,62,17
-21,70,16
-20,77,17
-19,71,17
-20,62,17
-19,58,16
-22,56,13
-21,58,12
-20,58,12
-18,58,13
-19,57,13
-21,55,12
-22,56,12
-26,58,13
-24,61,16
-23,61,17
-23,63,18
-21,64,18
-24,73,18
-28,77,17
-26,74,16
-28,61,11
-28,56,11
-29,54,12
-32,57,11
-32,64,9
-33,69,10
-35,76,7
-34,75,7
-31,69,5
-29,62,5
-29,59,5
-29,55,3
-30,53,3
-30,51,6
-29,51,8
-25,47,7
-22,47,9
-20,47,9
-19,50,11
-19,51,12
-19,51,13
-18,55,11
-21,64,14
-22,66,18
-22,66,18
-19,61,17
-19,59,17
-19,60,18
-18,67,14
-18,71,13
-19,74,13
-20,70,13
-21,61,11
-22,58,10
-26,58,8
-26,60,9
-24,62,11
-21,62,13
-21,60,12
-23,57,12
-24,58,14
-25,58,14
-24,58,15
-23,59,16
-23,62,17
-23,62,17
-25,69,16
-25,74,17
-26,75,16
-25,70,14
-23,59,11
-23,56,10
-25,59,9
-26,68,10
-27,72,6
-29,73,5
-28,71,4
-26,66,3
-25,63,3
-25,58,2
-27,55,3
-28,53,2
-28,53,4
-26,53,5
-24,53,6
-23,53,6
-21,51,9
-22,53,10
-23,54,10
-25,57,10
-26,59,12
-23,68,13
-23,72,15
-21,65,15
-20,61,16
-20,59,16
-21,59,16
-20,60,15
-17,65,10
-17,68,9
-18,68,11
-20,62,10
-22,58,9
-23,57,10
-22,59,12
-19,58,11
-18,59,11
-20,59,10
-21,59,11
-24,58,11
-25,59,12
-24,59,13
-23,59,15
-23,60,17
-21,60,16
-21,63,16
-22,69,16
-24,72,17
-25,68,16
-26,57,16
-25,55,15
-25,61,14
-24,67,16
-20,75,16
-18,74,15
-16,71,14
-17,65,9
-17,63,9
-18,61,7
-18,60,6
-18,58,7
-19,56,8
-18,54,7
-18,53,6
-18,54,6
-17,56,4
-18,56,4
-20,60,8
-21,61,9
-21,64,10
-19,67,11
-17,70,11
-15,77,15
-14,75,15
-14,63,12
-15,60,11
-16,61,9
-15,64,5
-14,68,5
-13,69,2
-14,68,0
-17,68,-3
-18,66,-4
-19,61,-6
-19,59,-6
-19,60,-6
-19,61,-6
-19,61,-7
-20,60,-7
-20,59,-6
-22,58,-5
-25,57,-3
-26,58,-1
-28,59,3
-33,60,7
-35,66,14
-40,73,18
-52,76,23
-50,63,23
-48,59,23
-46,61,20
-43,64,18
-39,67,15
-37,69,14
-33,70,11
-31,69,9
-32,67,10
-33,66,10
-34,64,7
-33,57,6
-30,55,9
-26,50,9
-25,46,9
-25,42,9
-24,40,11
-24,41,12
-24,42,14
-23,43,14
-20,46,14
-20,47,14
-19,56,17
-17,71,14
-16,73,12
-18,79,12
-21,71,13
-22,58,13
-23,63,10
-25,78,9
-20,79,9
-17,76,8
-20,67,7
-24,66,7
-28,61,4
-29,58,4
-26,60,8
-22,60,12
-21,57,12
-23,53,11
-25,54,13
-29,55,13
-30,56,14
-28,60,14
-25,65,14
-23,67,14
-25,79,15
-25,79,15
-25,71,11
-25,64,9
-27,59,6
-28,59,6
-33,65,3
-35,75,1
-34,77,1
-33,83,-2
-30,80,-1
-26,73,0
-24,68,-1
-22,61,0
-22,56,-1
-22,54,-1
-20,49,2
-19,48,4
-16,45,4
-15,44,4
-15,48,6
-16,53,7
-17,56,9
-17,60,8
-17,68,10
-16,74,11
-20,72,16
-19,67,18
-19,58,16
-22,58,14
-23,72,14
-22,79,13
-20,83,12
-21,77,11
-23,64,10
-24,57,8
-28,55,5
-31,56,7
-29,56,7
-25,56,10
-22,56,13
-22,55,13
-28,60,16
-30,64,16
-32,70,16
-30,72,16
-24,79,17
-22,82,19
-21,74,17
-22,67,14
-24,53,10
-25,52,5
-25,57,4
-27,67,5
-28,75,3
-26,78,3
-25,76,1
-19,68,-1
-16,60,1
-17,57,1
-22,56,1
-24,54,0
-25,52,-1
-23,52,1
-20,53,3
-17,55,7
-16,54,8
-15,58,12
-13,66,10
-16,77,14
-17,74,19
-15,60,23
-13,46,19
-14,48,16
-18,64,11
-18,72,11
-17,73,12
-18,67,11
-21,61,13
-21,58,12
-25,58,8
-25,60,10
-24,60,10
-22,60,12
-21,60,13
-22,57,12
-28,60,14
-29,61,15
-28,62,15
-28,64,16
-27,76,19
-26,79,18
-25,76,18
-23,68,17
-23,59,15
-23,61,13
-25,67,11
-23,77,11
-20,77,12
-19,73,11
-20,71,8
-19,63,5
-21,57,5
-22,57,4
-23,54,3
-23,51,3
-22,48,3
-21,47,4
-18,47,4
-19,52,9
-19,53,10
-21,58,13
-19,60,13
-20,78,10
-21,83,12
-20,75,19
-13,52,18
-13,52,19
-17,57,13
-19,62,10
-17,73,8
-16,74,9
-18,67,8
-20,62,8
-21,55,5
-26,58,4
-27,58,3
-26,59,6
-24,59,9
-22,58,11
-23,57,11
-25,56,12
-28,58,15
-29,60,16
-29,65,18
-27,64,19
-27,71,20
-27,78,24
-26,78,22
-25,65,17
-24,59,16
-24,58,15
-24,61,13
-23,73,10
-23,79,12
-18,79,12
-15,73,7
-15,68,6
-15,61,5
-16,58,4
-19,56,4
-20,55,5
-20,54,5
-17,52,6
-16,52,7
-15,54,9
-15,54,10
-16,54,12
-16,55,12
-17,59,14
-17,72,12
-18,78,14
-15,72,11
-16,70,10
-18,65,11
-18,64,11
-23,62,5
-22,64,5
-17,71,6
-17,76,5
-18,73,3
-19,65,0
-20,62,0
-22,58,0
-22,57,0
-21,59,1
-19,59,3
-18,59,3
-18,58,4
-18,57,4
-21,57,3
-23,57,4
-24,55,9
-23,56,11
-24,58,12
-26,64,16
-25,67,18
-28,74,18
-31,74,19
-31,72,23
-27,62,22
-25,62,23
-24,64,21
-25,66,20
-24,69,18
-24,71,16
-24,74,12
-25,70,12
-25,72,12
-23,69,8
-22,64,7
-24,58,7
-23,56,9
-25,52,8
-29,48,9
-28,49,15
-27,40,16
-27,39,21
-28,38,23
-31,36,20
-32,39,23
-31,41,25
-28,44,24
-24,48,24
-22,55,22
-20,62,23
-13,62,21
-15,70,20
-19,65,15
-21,66,13
-18,72,10
-16,71,6
-14,63,4
-13,64,2
-16,71,-1
-18,70,-2
-22,66,-2
-22,61,-3
-22,59,-3
-24,60,1
-24,59,1
-23,58,1
-23,60,4
-23,61,5
-25,60,5
-28,61,11
-32,60,15
-34,61,19
-35,64,23
-32,67,26
-31,79,28
-27,79,25
-25,76,23
-25,61,19
-25,54,17
-30,52,10
-34,57,6
-37,75,4
-37,79,3
-33,80,-1
-26,77,-3
-24,74,-2
-23,67,-3
-23,64,-4
-25,59,-6
-26,57,-7
-25,56,-5
-22,54,-4
-21,55,-4
-18,55,-1
-17,56,0
-16,56,2
-17,60,4
-18,67,11
-18,63,18
-16,59,24
-12,52,29
-10,51,27
-7,57,24
-7,63,22
-11,74,21
-16,72,22
-19,68,23
-22,62,19
-22,60,16
-24,63,14
-23,64,15
-22,63,17
-22,60,16
-23,57,15
-25,55,14
-27,56,14
-29,59,14
-28,61,15
-26,69,13
-25,77,15
-25,81,15
-24,67,13
-22,59,13
-22,53,10
-25,57,8
-32,73,1
-33,81,1
-38,81,-4
-30,76,-3
-26,72,0
-21,65,3
-20,61,4
-21,58,2
-22,56,2
-22,52,5
-20,50,8
-18,49,9
-18,47,9
-18,48,10
-18,52,11
-18,53,12
-18,62,12
-20,65,17
-18,63,18
-15,64,19
-14,62,19
-13,62,17
-15,61,15
-16,65,13
-15,73,10
-16,77,9
-19,75,7
-21,72,7
-25,64,8
-27,62,8
-32,61,9
-30,61,11
-28,61,12
-25,60,15
-25,58,16
-28,57,15
-30,58,16
-30,61,16
-30,62,16
-29,74,17
-25,81,17
-23,78,16
-20,65,12
-19,59,10
-25,58,6
-32,62,-1
-29,73,0
-26,72,5
-24,78,6
-21,70,2
-20,67,1
-20,62,0
-21,59,0
-23,55,-2
-25,53,0
-25,53,0
-20,51,0
-18,51,0
-18,53,3
-18,55,5
-20,56,6
-21,67,8
-23,72,13
-21,69,17
-22,69,20
-15,56,24
-14,52,23
-17,55,16
-19,62,16
-19,74,18
-20,67,15
-22,62,15
-23,56,14
-24,58,14
-28,61,11
-26,62,12
-22,61,15
-21,56,14
-22,56,13
-25,56,14
-26,56,13
-24,59,14
-23,63,15
-22,66,15
-20,71,12
-21,76,12
-21,75,11
-21,70,11
-23,53,8
-24,49,6
-28,55,7
-31,73,6
-29,78,8
-23,75,8
-21,71,9
-18,61,7
-18,59,7
-24,56,5
-25,54,4
-24,53,3
-26,53,7
-25,53,9
-23,52,8
-21,52,9
-21,52,10
-22,53,11
-23,54,11
-24,58,12
-21,60,9
-21,85,7
-23,88,10
-25,66,14
-24,59,15
-17,65,13
-14,75,7
-9,79,5
-4,71,2
-6,70,3
-16,65,-1
-15,63,-7
-14,63,-7
-11,63,-4
-9,61,-3
-12,60,-3
-14,58,-4
-17,58,-2
-18,57,-1
-18,55,3
-19,55,8
-19,55,9
-21,54,11
-22,53,14
-24,58,19
-26,65,21
-29,71,28
-26,67,20
-27,70,19
-29,77,22
-28,77,18
-28,71,14
-26,69,13
-24,69,11
-23,71,10
-23,70,9
-23,65,10
-22,62,11
-22,56,12
-22,54,11
-20,53,13
-19,49,11
-18,45,13
-20,47,15
-21,50,14
-20,53,11
-19,54,10
-16,64,11
-14,63,11
-14,64,6
-18,89,3
-20,89,5
-23,66,3
-23,62,6
-11,66,1
-9,69,-2
-11,75,0
-13,65,-4
-16,65,-6
-17,62,-7
-17,59,-7
-14,61,-6
-12,61,-7
-13,57,-10
-15,60,-7
-16,59,-7
-17,61,-5
-17,60,-2
-16,57,0
-16,64,2
-23,72,6
-27,64,6
-24,63,7
-22,68,14
-21,69,14
-24,72,11
-27,73,14
-34,73,15
-37,68,12
-36,67,13
-42,67,15
-42,68,13
-38,65,13
-36,60,14
-33,54,16
-30,51,16
-28,43,15
-24,41,16
-23,40,15
-23,42,14
-22,42,14
-21,47,12
-19,51,11
-15,70,6
-21,71,12
-21,65,16
-19,49,13
-16,51,8
-18,73,7
-18,76,10
-16,69,8
-17,66,6
-17,66,7
-22,65,6
-24,64,5
-23,60,2
-22,60,3
-23,59,8
-24,56,7
-25,55,6
-26,51,8
-26,48,9
-30,59,8
-39,79,14
-42,84,15
-38,74,5
-34,74,7
-24,79,6
-24,82,4
-27,83,4
-29,82,0
-26,77,-8
-21,73,-7
-21,73,-5
-25,71,-3
-24,69,-4
-24,65,-7
-23,63,-9
-21,59,-8
-21,58,-8
-22,56,-10
-20,55,-8
-20,54,-9
-19,59,-9
-19,57,-6
-20,67,-2
-12,72,5
1,61,14
5,54,24
6,54,26
1,68,20
2,79,20
4,83,32
4,78,33
-7,68,25
-15,66,19
-17,67,18
-18,68,20
-18,67,19
-20,61,15
-20,58,15
-22,53,12
-28,54,13
-30,57,15
-31,68,13
-32,82,19
-22,79,24
-18,68,19
-20,65,16
-24,72,15
-27,78,13
-27,80,8
-24,80,7
-19,74,9
-18,70,10
-19,64,7
-18,62,6
-17,58,6
-15,55,8
-14,53,9
-12,53,10
-11,55,10
-9,58,11
-8,58,11
-6,60,8
-7,76,3
-10,76,3
-15,68,5
-19,61,5
-17,60,4
-17,66,1
-17,85,-3
-17,87,-6
-18,80,-10
-23,70,-9
-25,68,-6
-31,64,-8
-34,61,-11
-33,59,-11
-28,54,-3
-24,55,1
